season,week,method,constraint_type,eliminated,contestant,judge_total,fan_vote_mean,fan_vote_std,feasible_rate,num_valid,n_simulations,p_elim,rank_elim,p_elim_true,rank_true,status,finals_order,estimated_votes_total,certainty_cv
1,4,rank,elimination,Rachel Hunter,John O'Hurley,21.0,0.2706112558962907,0.1617472216156287,0.20825,20825,100000,0.3148950000000115,2.0,0.1087449999999996,3.0,ok,,1353056,0.5977
1,4,rank,elimination,Rachel Hunter,Kelly Monaco,26.0,0.2288058602596379,0.18023145208476,0.20825,20825,100000,0.010405,4.0,0.1087449999999996,3.0,ok,,1144029,0.7877
1,4,rank,elimination,Rachel Hunter,Rachel Hunter,25.0,0.0789563064436565,0.0622130366521615,0.20825,20825,100000,0.1087449999999996,3.0,0.1087449999999996,3.0,ok,,394781,0.7879
1,4,rank,elimination,Rachel Hunter,Joey McIntyre,20.0,0.4216265774004138,0.1656351558793909,0.20825,20825,100000,0.5659549999999888,1.0,0.1087449999999996,3.0,ok,,2108132,0.3928
1,5,rank,elimination,Joey McIntyre,John O'Hurley,27.0,0.3442210148994475,0.2526406231821763,0.8328,83280,100000,0.0559333333333384,3.0,0.6350933333332794,1.0,ok,,2237436,0.7339
1,5,rank,elimination,Joey McIntyre,Kelly Monaco,23.5,0.3776599949402342,0.231501271485166,0.8328,83280,100000,0.308973333333382,2.0,0.6350933333332794,1.0,ok,,2454789,0.613
1,5,rank,elimination,Joey McIntyre,Joey McIntyre,22.5,0.2781189901603218,0.2102241577544255,0.8328,83280,100000,0.6350933333332794,1.0,0.6350933333332794,1.0,ok,,1807773,0.7559
1,6,rank,final_ranking,John O'Hurley,John O'Hurley,27.0,0.4999955909995278,0.2883133455537394,1.0,100000,100000,0.74806,1.0,0.74806,1.0,ok,Kelly Monaco > John O'Hurley,4499960,0.5766
1,6,rank,final_ranking,John O'Hurley,Kelly Monaco,27.5,0.5000044090004725,0.2883133455537395,1.0,100000,100000,0.25194,2.0,0.74806,1.0,ok,Kelly Monaco > John O'Hurley,4500039,0.5766
2,1,rank,elimination,Kenny Mayne,Tatum O'Neal,23.0,0.1025100991044979,0.0907418038786123,0.32752,32752,100000,1.2999999999999962e-05,9.0,0.2763136666666688,2.0,ok,,615060,0.8852
2,1,rank,elimination,Kenny Mayne,Tia Carrere,20.0,0.1051900808767224,0.0919662898633781,0.32752,32752,100000,0.0465346666666664,5.0,0.2763136666666688,2.0,ok,,631140,0.8743
2,1,rank,elimination,Kenny Mayne,George Hamilton,18.0,0.1164563785810738,0.0910567857015341,0.32752,32752,100000,0.1802319999999986,3.0,0.2763136666666688,2.0,ok,,698738,0.7819
2,1,rank,elimination,Kenny Mayne,Lisa Rinna,19.0,0.1093491056806156,0.0911751131858764,0.32752,32752,100000,0.1032779999999993,4.0,0.2763136666666688,2.0,ok,,656094,0.8338
2,1,rank,elimination,Kenny Mayne,Stacy Keibler,22.0,0.1034662170495087,0.0924454550539015,0.32752,32752,100000,0.0037086666666666,7.0,0.2763136666666688,2.0,ok,,620797,0.8935
2,1,rank,elimination,Kenny Mayne,Jerry Rice,21.0,0.103222373303467,0.0913169217800405,0.32752,32752,100000,0.0171976666666666,6.0,0.2763136666666688,2.0,ok,,619334,0.8847
2,1,rank,elimination,Kenny Mayne,Giselle Fernandez,23.0,0.1017476685836815,0.0905635296709358,0.32752,32752,100000,3.033333333333324e-05,8.0,0.2763136666666688,2.0,ok,,610486,0.8901
2,1,rank,elimination,Kenny Mayne,Master P,12.0,0.1278597323916115,0.0904727193607234,0.32752,32752,100000,0.372692,1.0,0.2763136666666688,2.0,ok,,767158,0.7076
2,1,rank,elimination,Kenny Mayne,Drew Lachey,24.0,0.1019959266479322,0.0907377360985728,0.32752,32752,100000,0.0,10.0,0.2763136666666688,2.0,ok,,611975,0.8896
2,1,rank,elimination,Kenny Mayne,Kenny Mayne,13.0,0.0282024177808885,0.0235364305884891,0.32752,32752,100000,0.2763136666666688,2.0,0.2763136666666688,2.0,ok,,169214,0.8346
2,2,rank,elimination,Tatum O'Neal,Tatum O'Neal,17.0,0.0344953697696533,0.0284995509970296,0.3559,35590,100000,0.2955510000000027,2.0,0.2955510000000027,2.0,ok,,206972,0.8262
2,2,rank,elimination,Tatum O'Neal,Tia Carrere,22.0,0.1172791544024919,0.1016734631414406,0.3559,35590,100000,0.0430456666666664,4.0,0.2955510000000027,2.0,ok,,703674,0.8669
2,2,rank,elimination,Tatum O'Neal,George Hamilton,22.0,0.1160286242376496,0.100359284725338,0.3559,35590,100000,0.0421086666666663,5.0,0.2955510000000027,2.0,ok,,696171,0.865
2,2,rank,elimination,Tatum O'Neal,Lisa Rinna,20.0,0.1302441022274789,0.1011719772535572,0.3559,35590,100000,0.195086666666666,3.0,0.2955510000000027,2.0,ok,,781464,0.7768
2,2,rank,elimination,Tatum O'Neal,Stacy Keibler,29.0,0.1138804706855445,0.0996183530094497,0.3559,35590,100000,0.0,9.0,0.2955510000000027,2.0,ok,,683282,0.8748
2,2,rank,elimination,Tatum O'Neal,Jerry Rice,23.0,0.1151087569677734,0.1008160895533403,0.3559,35590,100000,0.014444,6.0,0.2955510000000027,2.0,ok,,690652,0.8758
2,2,rank,elimination,Tatum O'Neal,Giselle Fernandez,24.0,0.1142444004961074,0.1018892392132296,0.3559,35590,100000,0.0025356666666666,7.0,0.2955510000000027,2.0,ok,,685466,0.8919
2,2,rank,elimination,Tatum O'Neal,Master P,16.0,0.1456585808504304,0.1001866595049566,0.3559,35590,100000,0.4070986666666652,1.0,0.2955510000000027,2.0,ok,,873951,0.6878
2,2,rank,elimination,Tatum O'Neal,Drew Lachey,27.0,0.1130605403628695,0.1003144720100836,0.3559,35590,100000,0.0001296666666666,8.0,0.2955510000000027,2.0,ok,,678363,0.8873
2,3,rank,elimination,Giselle Fernandez,Tia Carrere,26.0,0.1207145312115134,0.1087832782736709,0.12631,12631,100000,0.0092503333333332,6.0,0.0939056666666666,3.0,ok,,724287,0.9012
2,3,rank,elimination,Giselle Fernandez,George Hamilton,22.0,0.1373066902052225,0.106378733198146,0.12631,12631,100000,0.0928479999999999,4.0,0.0939056666666666,3.0,ok,,823840,0.7748
2,3,rank,elimination,Giselle Fernandez,Lisa Rinna,25.0,0.1222551984059362,0.1075085504547439,0.12631,12631,100000,0.0390853333333328,5.0,0.0939056666666666,3.0,ok,,733531,0.8794
2,3,rank,elimination,Giselle Fernandez,Stacy Keibler,27.0,0.1182293295880669,0.1073167283501809,0.12631,12631,100000,6.666666666666653e-06,8.0,0.0939056666666666,3.0,ok,,709375,0.9077
2,3,rank,elimination,Giselle Fernandez,Jerry Rice,19.0,0.1641679723298987,0.1063568323200213,0.12631,12631,100000,0.3200803333333379,2.0,0.0939056666666666,3.0,ok,,985007,0.6479
2,3,rank,elimination,Giselle Fernandez,Giselle Fernandez,22.0,0.0254497177597223,0.0220151114689293,0.12631,12631,100000,0.0939056666666666,3.0,0.0939056666666666,3.0,ok,,152698,0.865
2,3,rank,elimination,Giselle Fernandez,Master P,14.0,0.1929813371062917,0.1063494663643209,0.12631,12631,100000,0.4448069999999962,1.0,0.0939056666666666,3.0,ok,,1157888,0.5511
2,3,rank,elimination,Giselle Fernandez,Drew Lachey,27.0,0.1188952233933495,0.1083021221892054,0.12631,12631,100000,1.666666666666663e-05,7.0,0.0939056666666666,3.0,ok,,713371,0.9109
2,4,rank,elimination,Master P,Tia Carrere,25.0,0.1515929669621917,0.1267468246555835,0.52156,52156,100000,0.0760463333333344,4.0,0.4435363333333295,1.0,ok,,909557,0.8361
2,4,rank,elimination,Master P,George Hamilton,21.0,0.1785771295396424,0.1272300386638448,0.52156,52156,100000,0.3044663333333388,2.0,0.4435363333333295,1.0,ok,,1071462,0.7125
2,4,rank,elimination,Master P,Lisa Rinna,26.0,0.1484825334634411,0.1275053616790644,0.52156,52156,100000,0.0024059999999999,5.0,0.4435363333333295,1.0,ok,,890895,0.8587
2,4,rank,elimination,Master P,Stacy Keibler,26.0,0.1474859599508834,0.1264337409287852,0.52156,52156,100000,0.0022353333333333,6.0,0.4435363333333295,1.0,ok,,884915,0.8573
2,4,rank,elimination,Master P,Jerry Rice,24.0,0.1618408833653487,0.1263003140615076,0.52156,52156,100000,0.1712629999999971,3.0,0.4435363333333295,1.0,ok,,971045,0.7804
2,4,rank,elimination,Master P,Master P,8.0,0.064032731220725,0.0530145618461424,0.52156,52156,100000,0.4435363333333295,1.0,0.4435363333333295,1.0,ok,,384196,0.8279
2,4,rank,elimination,Master P,Drew Lachey,28.0,0.1479877954977677,0.1265327982623944,0.52156,52156,100000,4.66666666666666e-05,7.0,0.4435363333333295,1.0,ok,,887926,0.855
2,5,rank,elimination,Tia Carrere,Tia Carrere,22.0,0.0827340645411062,0.0671177047156993,0.56527,56527,100000,0.4732523333333276,1.0,0.4732523333333276,1.0,ok,,661872,0.8112
2,5,rank,elimination,Tia Carrere,George Hamilton,24.0,0.1853098968687814,0.144841210952831,0.56527,56527,100000,0.1559773333333298,3.0,0.4732523333333276,1.0,ok,,1482479,0.7816
2,5,rank,elimination,Tia Carrere,Lisa Rinna,25.0,0.175460083192532,0.144821205797799,0.56527,56527,100000,0.0549506666666673,4.0,0.4732523333333276,1.0,ok,,1403680,0.8254
2,5,rank,elimination,Tia Carrere,Stacy Keibler,30.0,0.1730426669472333,0.1445580230977826,0.56527,56527,100000,0.0002733333333333,6.0,0.4732523333333276,1.0,ok,,1384341,0.8354
2,5,rank,elimination,Tia Carrere,Jerry Rice,23.0,0.2092836227328721,0.1446286418209777,0.56527,56527,100000,0.306437333333342,2.0,0.4732523333333276,1.0,ok,,1674268,0.6911
2,5,rank,elimination,Tia Carrere,Drew Lachey,27.0,0.1741696657174743,0.1456505850435747,0.56527,56527,100000,0.0091089999999999,5.0,0.4732523333333276,1.0,ok,,1393357,0.8363
2,6,rank,elimination,George Hamilton,George Hamilton,23.0,0.0835810486728168,0.0683474224829463,0.43399,43399,100000,0.3804099999999992,2.0,0.3804099999999992,2.0,ok,,668648,0.8177
2,6,rank,elimination,George Hamilton,Lisa Rinna,27.0,0.2216557293189244,0.1623312262456772,0.43399,43399,100000,0.2276233333333349,3.0,0.3804099999999992,2.0,ok,,1773245,0.7324
2,6,rank,elimination,George Hamilton,Stacy Keibler,30.0,0.2054545750796437,0.1659517706962939,0.43399,43399,100000,0.0054466666666666,5.0,0.3804099999999992,2.0,ok,,1643636,0.8077
2,6,rank,elimination,George Hamilton,Jerry Rice,23.0,0.2830110765498196,0.1593796636928073,0.43399,43399,100000,0.3806533333333324,1.0,0.3804099999999992,2.0,ok,,2264088,0.5632
2,6,rank,elimination,George Hamilton,Drew Lachey,30.0,0.2062975703787882,0.165370989941345,0.43399,43399,100000,0.0058666666666666,4.0,0.3804099999999992,2.0,ok,,1650380,0.8016
2,7,rank,elimination,Lisa Rinna,Lisa Rinna,26.5,0.1253689074604679,0.0969187572630337,0.49918,49918,100000,0.3583833333333528,2.0,0.3583833333333528,2.0,ok,,1002951,0.7731
2,7,rank,elimination,Lisa Rinna,Stacy Keibler,27.5,0.2492995636328872,0.1936042788150349,0.49918,49918,100000,0.0142200000000005,3.0,0.3583833333333528,2.0,ok,,1994396,0.7766
2,7,rank,elimination,Lisa Rinna,Jerry Rice,20.5,0.3766128433042511,0.1853155135196045,0.49918,49918,100000,0.6135233333333125,1.0,0.3583833333333528,2.0,ok,,3012902,0.4921
2,7,rank,elimination,Lisa Rinna,Drew Lachey,27.5,0.2487186856023917,0.193228962284014,0.49918,49918,100000,0.0138733333333338,4.0,0.3583833333333528,2.0,ok,,1989749,0.7769
2,8,rank,final_ranking,Stacy Keibler,Stacy Keibler,28.6665,0.1673867643039311,0.1176584279155759,0.50002,50002,100000,0.3069033333333811,2.0,0.3069033333333811,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler,2008641,0.7029
2,8,rank,final_ranking,Stacy Keibler,Jerry Rice,26.666600000000003,0.5009211334158664,0.2035300696379882,0.50002,50002,100000,0.6377233333332805,1.0,0.3069033333333811,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler,6011053,0.4063
2,8,rank,final_ranking,Stacy Keibler,Drew Lachey,28.9998,0.3316921022802007,0.2346906231440349,0.50002,50002,100000,0.0553733333333383,3.0,0.3069033333333811,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler,3980305,0.7076
3,1,percent,elimination,Tucker Carlson,Harry Hamlin,17.0,0.0991874034348052,0.0855504277905749,0.32575,32575,100000,0.11534,4.0,0.32466,1.0,ok,,595124,0.8625
3,1,percent,elimination,Tucker Carlson,Vivica A. Fox,22.0,0.0953827178663442,0.0864350654109895,0.32575,32575,100000,0.0161,8.0,0.32466,1.0,ok,,572296,0.9062
3,1,percent,elimination,Tucker Carlson,Monique Coleman,19.0,0.0976904291214686,0.0865305299254782,0.32575,32575,100000,0.06134,6.0,0.32466,1.0,ok,,586142,0.8858
3,1,percent,elimination,Tucker Carlson,Joey Lawrence,21.0,0.0964501625505205,0.0865820820276448,0.32575,32575,100000,0.02684,7.0,0.32466,1.0,ok,,578700,0.8977
3,1,percent,elimination,Tucker Carlson,Mario Lopez,26.0,0.09538481378802,0.0867924724189946,0.32575,32575,100000,0.0013,11.0,0.32466,1.0,ok,,572308,0.9099
3,1,percent,elimination,Tucker Carlson,Emmitt Smith,24.0,0.0959277057785944,0.0872547563690772,0.32575,32575,100000,0.00544,10.0,0.32466,1.0,ok,,575566,0.9096
3,1,percent,elimination,Tucker Carlson,Shanna Moakler,18.0,0.0985361072869873,0.0868108028861047,0.32575,32575,100000,0.0868,5.0,0.32466,1.0,ok,,591216,0.881
3,1,percent,elimination,Tucker Carlson,Willa Ford,22.0,0.0956591154082462,0.0863047010835579,0.32575,32575,100000,0.0159,9.0,0.32466,1.0,ok,,573954,0.9022
3,1,percent,elimination,Tucker Carlson,Sara Evans,15.0,0.1047734286543179,0.0871739168143324,0.32575,32575,100000,0.19148,2.0,0.32466,1.0,ok,,628640,0.832
3,1,percent,elimination,Tucker Carlson,Jerry Springer,16.0,0.1007708514423419,0.0860146702729037,0.32575,32575,100000,0.1548,3.0,0.32466,1.0,ok,,604625,0.8536
3,1,percent,elimination,Tucker Carlson,Tucker Carlson,12.0,0.020237264668353,0.0144509010856471,0.32575,32575,100000,0.32466,1.0,0.32466,1.0,ok,,121423,0.7141
3,2,percent,elimination,Shanna Moakler,Harry Hamlin,21.0,0.1165111474486108,0.0893482149779105,0.10987,10987,100000,0.14584,3.0,0.1096,5.0,ok,,699066,0.7669
3,2,percent,elimination,Shanna Moakler,Vivica A. Fox,24.0,0.1033949307226497,0.0889854485945971,0.10987,10987,100000,0.05794,8.0,0.1096,5.0,ok,,620369,0.8606
3,2,percent,elimination,Shanna Moakler,Monique Coleman,26.0,0.0999182094470221,0.0873224018681447,0.10987,10987,100000,0.02698,9.0,0.1096,5.0,ok,,599509,0.8739
3,2,percent,elimination,Shanna Moakler,Joey Lawrence,29.0,0.0993588656811455,0.0892731160205507,0.10987,10987,100000,0.00652,10.0,0.1096,5.0,ok,,596153,0.8985
3,2,percent,elimination,Shanna Moakler,Mario Lopez,21.0,0.1156620068853539,0.0901714868788759,0.10987,10987,100000,0.14588,2.0,0.1096,5.0,ok,,693972,0.7796
3,2,percent,elimination,Shanna Moakler,Emmitt Smith,24.0,0.1051304365604507,0.0900194874301738,0.10987,10987,100000,0.05998,7.0,0.1096,5.0,ok,,630782,0.8563
3,2,percent,elimination,Shanna Moakler,Shanna Moakler,22.0,0.0117472740212138,0.0098362110807855,0.10987,10987,100000,0.1096,5.0,0.1096,5.0,ok,,70483,0.8373
3,2,percent,elimination,Shanna Moakler,Willa Ford,23.0,0.1084035385659191,0.0910701649851505,0.10987,10987,100000,0.07966,6.0,0.1096,5.0,ok,,650421,0.8401
3,2,percent,elimination,Shanna Moakler,Sara Evans,21.0,0.1157922189168436,0.0889463608858654,0.10987,10987,100000,0.1431,4.0,0.1096,5.0,ok,,694753,0.7682
3,2,percent,elimination,Shanna Moakler,Jerry Springer,19.0,0.1240813717507904,0.0890790219202653,0.10987,10987,100000,0.2245,1.0,0.1096,5.0,ok,,744488,0.7179
3,3,percent,elimination,Harry Hamlin,Harry Hamlin,22.0,0.01440406280827,0.0119280916269426,0.12731,12731,100000,0.12456,6.0,0.12456,6.0,ok,,86424,0.8281
3,3,percent,elimination,Harry Hamlin,Vivica A. Fox,27.0,0.1137686159483778,0.0999218481324569,0.12731,12731,100000,0.02352,9.0,0.12456,6.0,ok,,682611,0.8783
3,3,percent,elimination,Harry Hamlin,Monique Coleman,27.0,0.1116754390436642,0.0977592727479731,0.12731,12731,100000,0.02404,8.0,0.12456,6.0,ok,,670052,0.8754
3,3,percent,elimination,Harry Hamlin,Joey Lawrence,22.0,0.1265364629966774,0.0989535300633477,0.12731,12731,100000,0.12824,3.0,0.12456,6.0,ok,,759218,0.782
3,3,percent,elimination,Harry Hamlin,Mario Lopez,22.0,0.1251985393841521,0.0979475659434083,0.12731,12731,100000,0.12518,5.0,0.12456,6.0,ok,,751191,0.7823
3,3,percent,elimination,Harry Hamlin,Emmitt Smith,19.0,0.1404345777228769,0.0981633933706781,0.12731,12731,100000,0.23514,1.0,0.12456,6.0,ok,,842607,0.699
3,3,percent,elimination,Harry Hamlin,Willa Ford,22.0,0.1252239553120854,0.0985131544266495,0.12731,12731,100000,0.12524,4.0,0.12456,6.0,ok,,751343,0.7867
3,3,percent,elimination,Harry Hamlin,Sara Evans,25.0,0.114217335447252,0.0981195493830949,0.12731,12731,100000,0.05172,7.0,0.12456,6.0,ok,,685304,0.8591
3,3,percent,elimination,Harry Hamlin,Jerry Springer,21.0,0.1285410113366439,0.0973224043227026,0.12731,12731,100000,0.16236,2.0,0.12456,6.0,ok,,771246,0.7571
3,4,percent,elimination,Vivica A. Fox,Vivica A. Fox,24.0,0.0176185395074276,0.0145443644080826,0.13274,13274,100000,0.13178,5.0,0.13178,5.0,ok,,105711,0.8255
3,4,percent,elimination,Vivica A. Fox,Monique Coleman,24.0,0.1412811187974353,0.1077920787576076,0.13274,13274,100000,0.13568,3.0,0.13178,5.0,ok,,847686,0.763
3,4,percent,elimination,Vivica A. Fox,Joey Lawrence,27.0,0.130621055676927,0.1080104868116039,0.13274,13274,100000,0.06332,6.0,0.13178,5.0,ok,,783726,0.8269
3,4,percent,elimination,Vivica A. Fox,Mario Lopez,29.0,0.1276776053652135,0.1090528379482989,0.13274,13274,100000,0.03358,8.0,0.13178,5.0,ok,,766065,0.8541
3,4,percent,elimination,Vivica A. Fox,Emmitt Smith,24.0,0.1413716369411917,0.1065100957334522,0.13274,13274,100000,0.1327,4.0,0.13178,5.0,ok,,848229,0.7534
3,4,percent,elimination,Vivica A. Fox,Willa Ford,28.0,0.1266091336655889,0.1065316174440062,0.13274,13274,100000,0.04742,7.0,0.13178,5.0,ok,,759654,0.8414
3,4,percent,elimination,Vivica A. Fox,Sara Evans,20.0,0.1625749286176084,0.1079955406017221,0.13274,13274,100000,0.26212,1.0,0.13178,5.0,ok,,975449,0.6643
3,4,percent,elimination,Vivica A. Fox,Jerry Springer,22.0,0.1522459814286101,0.1088903057120559,0.13274,13274,100000,0.1934,2.0,0.13178,5.0,ok,,913475,0.7152
3,5,percent,elimination,Willa Ford,Monique Coleman,27.0,0.154759365682615,0.1158694700126174,0.1093,10930,100000,0.10988,5.0,0.10524,7.0,ok,,1238074,0.7487
3,5,percent,elimination,Willa Ford,Joey Lawrence,25.0,0.1652240045092645,0.1148022113273111,0.1093,10930,100000,0.16694,3.0,0.10524,7.0,ok,,1321792,0.6948
3,5,percent,elimination,Willa Ford,Mario Lopez,27.0,0.1565751432067556,0.1162991693604557,0.1093,10930,100000,0.10928,6.0,0.10524,7.0,ok,,1252601,0.7428
3,5,percent,elimination,Willa Ford,Emmitt Smith,27.0,0.1567453479956359,0.1180254848077765,0.1093,10930,100000,0.10992,4.0,0.10524,7.0,ok,,1253962,0.753
3,5,percent,elimination,Willa Ford,Willa Ford,27.0,0.0193864326733059,0.0168677372184937,0.1093,10930,100000,0.10524,7.0,0.10524,7.0,ok,,155091,0.8701
3,5,percent,elimination,Willa Ford,Sara Evans,24.0,0.1734776576425081,0.1162410447267128,0.1093,10930,100000,0.199,2.0,0.10524,7.0,ok,,1387821,0.6701
3,5,percent,elimination,Willa Ford,Jerry Springer,24.0,0.1738320482899151,0.1179482099063655,0.1093,10930,100000,0.19974,1.0,0.10524,7.0,ok,,1390656,0.6785
3,7,percent,elimination,Jerry Springer,Monique Coleman,27.0,0.241683955579167,0.1703388322000538,0.31107,31107,100000,0.19784,2.0,0.30848,1.0,ok,,1933471,0.7048
3,7,percent,elimination,Jerry Springer,Joey Lawrence,28.5,0.2367009337236153,0.1714865865178738,0.31107,31107,100000,0.15856,5.0,0.30848,1.0,ok,,1893607,0.7245
3,7,percent,elimination,Jerry Springer,Mario Lopez,28.0,0.2361641115595601,0.1704452505582551,0.31107,31107,100000,0.17224,3.0,0.30848,1.0,ok,,1889312,0.7217
3,7,percent,elimination,Jerry Springer,Emmitt Smith,28.5,0.2353438861022775,0.1700963135942156,0.31107,31107,100000,0.16288,4.0,0.30848,1.0,ok,,1882751,0.7228
3,7,percent,elimination,Jerry Springer,Jerry Springer,23.0,0.0501071130353768,0.0375819071653965,0.31107,31107,100000,0.30848,1.0,0.30848,1.0,ok,,400856,0.75
3,8,percent,elimination,Monique Coleman,Monique Coleman,26.5,0.0646878036445098,0.0497934903621253,0.27123,27123,100000,0.26918,1.0,0.26918,1.0,ok,,517502,0.7698
3,8,percent,elimination,Monique Coleman,Joey Lawrence,27.0,0.3146716879173034,0.1872155748077796,0.27123,27123,100000,0.25984,2.0,0.26918,1.0,ok,,2517373,0.595
3,8,percent,elimination,Monique Coleman,Mario Lopez,28.5,0.3044406236318215,0.1869580606248039,0.27123,27123,100000,0.21598,4.0,0.26918,1.0,ok,,2435524,0.6141
3,8,percent,elimination,Monique Coleman,Emmitt Smith,27.0,0.3161998848063614,0.1871212790514055,0.27123,27123,100000,0.255,3.0,0.26918,1.0,ok,,2529599,0.5918
3,9,percent,elimination,Joey Lawrence,Joey Lawrence,29.5,0.1114385942780371,0.0788630210717304,0.33404,33404,100000,0.33314,2.0,0.33314,2.0,ok,,891508,0.7077
3,9,percent,elimination,Joey Lawrence,Mario Lopez,29.5,0.4443300105595699,0.2075067422330027,0.33404,33404,100000,0.33134,3.0,0.33314,2.0,ok,,3554640,0.467
3,9,percent,elimination,Joey Lawrence,Emmitt Smith,29.5,0.444231395162388,0.2074857045084358,0.33404,33404,100000,0.33552,1.0,0.33314,2.0,ok,,3553851,0.4671
3,10,percent,final_ranking,Mario Lopez,Mario Lopez,29.666600000000003,0.2498396324010901,0.1446199758475931,0.49915,49915,100000,0.49784,2.0,0.49784,2.0,ok,Emmitt Smith > Mario Lopez,2998075,0.5789
3,10,percent,final_ranking,Mario Lopez,Emmitt Smith,29.666600000000003,0.750160367598913,0.144619975847593,0.49915,49915,100000,0.50216,1.0,0.49784,2.0,ok,Emmitt Smith > Mario Lopez,9001924,0.1928
4,2,percent,elimination,Paulina Porizkova,John Ratzenberger,21.0,0.1000644718099089,0.0811771253457643,0.11327,11327,100000,0.11262,3.0,0.11112,5.0,ok,,600386,0.8112
4,2,percent,elimination,Paulina Porizkova,Ian Ziering,22.0,0.0975778859807563,0.0817296408193291,0.11327,11327,100000,0.07878,7.0,0.11112,5.0,ok,,585467,0.8376
4,2,percent,elimination,Paulina Porizkova,Clyde Drexler,18.0,0.1137488175331427,0.0819292793096673,0.11327,11327,100000,0.22918,1.0,0.11112,5.0,ok,,682492,0.7203
4,2,percent,elimination,Paulina Porizkova,Laila Ali,27.0,0.0907712539081082,0.0818034108059675,0.11327,11327,100000,0.00814,11.0,0.11112,5.0,ok,,544627,0.9012
4,2,percent,elimination,Paulina Porizkova,Apolo Anton Ohno,26.0,0.0917247813121719,0.0822374963326854,0.11327,11327,100000,0.0139,10.0,0.11112,5.0,ok,,550348,0.8966
4,2,percent,elimination,Paulina Porizkova,Shandi Finnessey,20.0,0.1043315425468867,0.0823876743894541,0.11327,11327,100000,0.1506,2.0,0.11112,5.0,ok,,625989,0.7897
4,2,percent,elimination,Paulina Porizkova,Paulina Porizkova,21.0,0.0100957394506786,0.0084378805370338,0.11327,11327,100000,0.11112,5.0,0.11112,5.0,ok,,60574,0.8358
4,2,percent,elimination,Paulina Porizkova,Heather Mills,24.0,0.0946454106024274,0.0832974359816672,0.11327,11327,100000,0.03666,9.0,0.11112,5.0,ok,,567872,0.8801
4,2,percent,elimination,Paulina Porizkova,Billy Ray Cyrus,21.0,0.1024194249887278,0.0830809565168167,0.11327,11327,100000,0.1105,6.0,0.11112,5.0,ok,,614516,0.8112
4,2,percent,elimination,Paulina Porizkova,Joey Fatone,24.0,0.0938797992782137,0.0837335265554714,0.11327,11327,100000,0.03678,8.0,0.11112,5.0,ok,,563278,0.8919
4,2,percent,elimination,Paulina Porizkova,Leeza Gibbons,21.0,0.1007408725889759,0.0821297205011124,0.11327,11327,100000,0.11172,4.0,0.11112,5.0,ok,,604445,0.8153
4,3,percent,elimination,Shandi Finnessey,John Ratzenberger,20.0,0.1151119860945386,0.087910267405585,0.11256,11256,100000,0.14786,2.0,0.11122,5.0,ok,,690671,0.7637
