season,week,method,constraint_type,eliminated,contestant,judge_total,fan_vote_mean,fan_vote_std,feasible_rate,num_valid,n_simulations,p_elim,rank_elim,p_elim_true,rank_true,status,finals_order
1,4,rank,elimination,Rachel Hunter,Joey McIntyre,20.0,0.4216265774004138,0.16563515587939098,0.20825,20825,100000,0.5659549999999888,1.0,0.10874499999999968,3.0,ok,
1,5,rank,elimination,Joey McIntyre,John O'Hurley,27.0,0.3442210148994475,0.2526406231821763,0.8328,83280,100000,0.05593333333333849,3.0,0.6350933333332794,1.0,ok,
1,5,rank,elimination,Joey McIntyre,Kelly Monaco,23.5,0.3776599949402342,0.23150127148516603,0.8328,83280,100000,0.30897333333338206,2.0,0.6350933333332794,1.0,ok,
1,5,rank,elimination,Joey McIntyre,Joey McIntyre,22.5,0.2781189901603218,0.21022415775442552,0.8328,83280,100000,0.6350933333332794,1.0,0.6350933333332794,1.0,ok,
1,6,rank,final_ranking,John O'Hurley,John O'Hurley,27.0,0.49999559099952784,0.28831334555373944,1.0,100000,100000,0.74806,1.0,0.74806,1.0,ok,Kelly Monaco > John O'Hurley
1,6,rank,final_ranking,John O'Hurley,Kelly Monaco,27.5,0.5000044090004725,0.2883133455537395,1.0,100000,100000,0.25194,2.0,0.74806,1.0,ok,Kelly Monaco > John O'Hurley
2,1,rank,elimination,Kenny Mayne,Tatum O'Neal,23.0,0.10251009910449795,0.09074180387861237,0.32752,32752,100000,1.2999999999999962e-05,9.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Tia Carrere,20.0,0.10519008087672248,0.09196628986337818,0.32752,32752,100000,0.046534666666666474,5.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,George Hamilton,18.0,0.11645637858107381,0.09105678570153417,0.32752,32752,100000,0.18023199999999864,3.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Lisa Rinna,19.0,0.10934910568061561,0.09117511318587644,0.32752,32752,100000,0.10327799999999937,4.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Stacy Keibler,22.0,0.10346621704950873,0.09244545505390157,0.32752,32752,100000,0.003708666666666659,7.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Jerry Rice,21.0,0.10322237330346701,0.09131692178004054,0.32752,32752,100000,0.017197666666666698,6.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Giselle Fernandez,23.0,0.10174766858368152,0.09056352967093587,0.32752,32752,100000,3.0333333333333238e-05,8.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Master P,12.0,0.12785973239161152,0.09047271936072349,0.32752,32752,100000,0.372692,1.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Drew Lachey,24.0,0.10199592664793226,0.09073773609857286,0.32752,32752,100000,0.0,10.0,0.27631366666666884,2.0,ok,
2,1,rank,elimination,Kenny Mayne,Kenny Mayne,13.0,0.02820241778088852,0.023536430588489147,0.32752,32752,100000,0.27631366666666884,2.0,0.27631366666666884,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Tatum O'Neal,17.0,0.034495369769653304,0.028499550997029607,0.3559,35590,100000,0.2955510000000027,2.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Tia Carrere,22.0,0.11727915440249193,0.10167346314144068,0.3559,35590,100000,0.0430456666666664,4.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,George Hamilton,22.0,0.11602862423764967,0.10035928472533806,0.3559,35590,100000,0.042108666666666336,5.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Lisa Rinna,20.0,0.13024410222747895,0.10117197725355723,0.3559,35590,100000,0.19508666666666608,3.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Stacy Keibler,29.0,0.11388047068554454,0.09961835300944978,0.3559,35590,100000,0.0,9.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Jerry Rice,23.0,0.11510875696777345,0.10081608955334032,0.3559,35590,100000,0.014444000000000007,6.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Giselle Fernandez,24.0,0.11424440049610743,0.10188923921322969,0.3559,35590,100000,0.002535666666666659,7.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Master P,16.0,0.14565858085043049,0.10018665950495667,0.3559,35590,100000,0.4070986666666652,1.0,0.2955510000000027,2.0,ok,
2,2,rank,elimination,Tatum O'Neal,Drew Lachey,27.0,0.11306054036286951,0.10031447201008364,0.3559,35590,100000,0.0001296666666666664,8.0,0.2955510000000027,2.0,ok,
2,3,rank,elimination,Giselle Fernandez,Tia Carrere,26.0,0.12071453121151347,0.10878327827367092,0.12631,12631,100000,0.00925033333333326,6.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,George Hamilton,22.0,0.13730669020522257,0.10637873319814604,0.12631,12631,100000,0.09284799999999997,4.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Lisa Rinna,25.0,0.12225519840593628,0.10750855045474392,0.12631,12631,100000,0.039085333333332854,5.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Stacy Keibler,27.0,0.11822932958806694,0.10731672835018094,0.12631,12631,100000,6.666666666666653e-06,8.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Jerry Rice,19.0,0.16416797232989877,0.10635683232002138,0.12631,12631,100000,0.3200803333333379,2.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Giselle Fernandez,22.0,0.02544971775972231,0.02201511146892937,0.12631,12631,100000,0.0939056666666666,3.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Master P,14.0,0.19298133710629173,0.1063494663643209,0.12631,12631,100000,0.44480699999999623,1.0,0.0939056666666666,3.0,ok,
2,3,rank,elimination,Giselle Fernandez,Drew Lachey,27.0,0.11889522339334957,0.1083021221892054,0.12631,12631,100000,1.666666666666663e-05,7.0,0.0939056666666666,3.0,ok,
2,4,rank,elimination,Master P,Tia Carrere,25.0,0.15159296696219177,0.1267468246555835,0.52156,52156,100000,0.07604633333333441,4.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,George Hamilton,21.0,0.1785771295396424,0.1272300386638448,0.52156,52156,100000,0.30446633333333883,2.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,Lisa Rinna,26.0,0.14848253346344117,0.12750536167906446,0.52156,52156,100000,0.002405999999999994,5.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,Stacy Keibler,26.0,0.14748595995088346,0.12643374092878523,0.52156,52156,100000,0.002235333333333327,6.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,Jerry Rice,24.0,0.16184088336534877,0.12630031406150766,0.52156,52156,100000,0.1712629999999971,3.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,Master P,8.0,0.06403273122072502,0.053014561846142456,0.52156,52156,100000,0.44353633333332954,1.0,0.44353633333332954,1.0,ok,
2,4,rank,elimination,Master P,Drew Lachey,28.0,0.14798779549776778,0.1265327982623944,0.52156,52156,100000,4.66666666666666e-05,7.0,0.44353633333332954,1.0,ok,
2,5,rank,elimination,Tia Carrere,Tia Carrere,22.0,0.0827340645411062,0.06711770471569935,0.56527,56527,100000,0.47325233333332767,1.0,0.47325233333332767,1.0,ok,
2,5,rank,elimination,Tia Carrere,George Hamilton,24.0,0.18530989686878144,0.144841210952831,0.56527,56527,100000,0.1559773333333298,3.0,0.47325233333332767,1.0,ok,
2,5,rank,elimination,Tia Carrere,Lisa Rinna,25.0,0.17546008319253206,0.14482120579779909,0.56527,56527,100000,0.0549506666666673,4.0,0.47325233333332767,1.0,ok,
2,5,rank,elimination,Tia Carrere,Stacy Keibler,30.0,0.17304266694723336,0.14455802309778262,0.56527,56527,100000,0.0002733333333333341,6.0,0.47325233333332767,1.0,ok,
2,5,rank,elimination,Tia Carrere,Jerry Rice,23.0,0.20928362273287213,0.1446286418209777,0.56527,56527,100000,0.306437333333342,2.0,0.47325233333332767,1.0,ok,
2,5,rank,elimination,Tia Carrere,Drew Lachey,27.0,0.17416966571747433,0.14565058504357473,0.56527,56527,100000,0.009108999999999983,5.0,0.47325233333332767,1.0,ok,
2,6,rank,elimination,George Hamilton,George Hamilton,23.0,0.08358104867281688,0.06834742248294638,0.43399,43399,100000,0.38040999999999925,2.0,0.38040999999999925,2.0,ok,
2,6,rank,elimination,George Hamilton,Lisa Rinna,27.0,0.22165572931892447,0.16233122624567722,0.43399,43399,100000,0.22762333333333495,3.0,0.38040999999999925,2.0,ok,
2,6,rank,elimination,George Hamilton,Stacy Keibler,30.0,0.20545457507964374,0.16595177069629394,0.43399,43399,100000,0.005446666666666678,5.0,0.38040999999999925,2.0,ok,
2,6,rank,elimination,George Hamilton,Jerry Rice,23.0,0.2830110765498196,0.15937966369280734,0.43399,43399,100000,0.38065333333333246,1.0,0.38040999999999925,2.0,ok,
2,6,rank,elimination,George Hamilton,Drew Lachey,30.0,0.2062975703787882,0.165370989941345,0.43399,43399,100000,0.005866666666666651,4.0,0.38040999999999925,2.0,ok,
2,7,rank,elimination,Lisa Rinna,Lisa Rinna,26.5,0.12536890746046792,0.09691875726303374,0.49918,49918,100000,0.3583833333333528,2.0,0.3583833333333528,2.0,ok,
2,7,rank,elimination,Lisa Rinna,Stacy Keibler,27.5,0.24929956363288724,0.19360427881503495,0.49918,49918,100000,0.014220000000000588,3.0,0.3583833333333528,2.0,ok,
2,7,rank,elimination,Lisa Rinna,Jerry Rice,20.5,0.3766128433042511,0.18531551351960454,0.49918,49918,100000,0.6135233333333125,1.0,0.3583833333333528,2.0,ok,
2,7,rank,elimination,Lisa Rinna,Drew Lachey,27.5,0.2487186856023917,0.19322896228401404,0.49918,49918,100000,0.013873333333333874,4.0,0.3583833333333528,2.0,ok,
2,8,rank,final_ranking,Stacy Keibler,Stacy Keibler,28.6665,0.16738676430393115,0.1176584279155759,0.50002,50002,100000,0.30690333333338116,2.0,0.30690333333338116,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler
2,8,rank,final_ranking,Stacy Keibler,Jerry Rice,26.666600000000003,0.5009211334158664,0.20353006963798823,0.50002,50002,100000,0.6377233333332805,1.0,0.30690333333338116,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler
2,8,rank,final_ranking,Stacy Keibler,Drew Lachey,28.9998,0.33169210228020074,0.23469062314403497,0.50002,50002,100000,0.055373333333338354,3.0,0.30690333333338116,2.0,ok,Drew Lachey > Jerry Rice > Stacy Keibler
3,1,percent,elimination,Tucker Carlson,Harry Hamlin,17.0,0.09918740343480528,0.08555042779057494,0.32575,32575,100000,0.11534,4.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Vivica A. Fox,22.0,0.09538271786634422,0.08643506541098957,0.32575,32575,100000,0.0161,8.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Monique Coleman,19.0,0.0976904291214686,0.08653052992547824,0.32575,32575,100000,0.06134,6.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Joey Lawrence,21.0,0.09645016255052054,0.08658208202764481,0.32575,32575,100000,0.02684,7.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Mario Lopez,26.0,0.09538481378802,0.08679247241899468,0.32575,32575,100000,0.0013,11.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Emmitt Smith,24.0,0.09592770577859445,0.08725475636907723,0.32575,32575,100000,0.00544,10.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Shanna Moakler,18.0,0.09853610728698739,0.08681080288610471,0.32575,32575,100000,0.0868,5.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Willa Ford,22.0,0.09565911540824622,0.08630470108355794,0.32575,32575,100000,0.0159,9.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Sara Evans,15.0,0.1047734286543179,0.08717391681433247,0.32575,32575,100000,0.19148,2.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Jerry Springer,16.0,0.10077085144234191,0.08601467027290378,0.32575,32575,100000,0.1548,3.0,0.32466,1.0,ok,
3,1,percent,elimination,Tucker Carlson,Tucker Carlson,12.0,0.020237264668353006,0.014450901085647153,0.32575,32575,100000,0.32466,1.0,0.32466,1.0,ok,
3,2,percent,elimination,Shanna Moakler,Harry Hamlin,21.0,0.11651114744861085,0.08934821497791058,0.10987,10987,100000,0.14584,3.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Vivica A. Fox,24.0,0.10339493072264977,0.08898544859459719,0.10987,10987,100000,0.05794,8.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Monique Coleman,26.0,0.09991820944702212,0.08732240186814479,0.10987,10987,100000,0.02698,9.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Joey Lawrence,29.0,0.09935886568114553,0.08927311602055073,0.10987,10987,100000,0.00652,10.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Mario Lopez,21.0,0.11566200688535395,0.0901714868788759,0.10987,10987,100000,0.14588,2.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Emmitt Smith,24.0,0.10513043656045079,0.0900194874301738,0.10987,10987,100000,0.05998,7.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Shanna Moakler,22.0,0.01174727402121384,0.009836211080785529,0.10987,10987,100000,0.1096,5.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Willa Ford,23.0,0.10840353856591911,0.09107016498515057,0.10987,10987,100000,0.07966,6.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Sara Evans,21.0,0.1157922189168436,0.08894636088586547,0.10987,10987,100000,0.1431,4.0,0.1096,5.0,ok,
3,2,percent,elimination,Shanna Moakler,Jerry Springer,19.0,0.12408137175079041,0.08907902192026537,0.10987,10987,100000,0.2245,1.0,0.1096,5.0,ok,
3,3,percent,elimination,Harry Hamlin,Harry Hamlin,22.0,0.014404062808270024,0.011928091626942647,0.12731,12731,100000,0.12456,6.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Vivica A. Fox,27.0,0.11376861594837782,0.0999218481324569,0.12731,12731,100000,0.02352,9.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Monique Coleman,27.0,0.11167543904366428,0.09775927274797316,0.12731,12731,100000,0.02404,8.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Joey Lawrence,22.0,0.12653646299667745,0.09895353006334776,0.12731,12731,100000,0.12824,3.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Mario Lopez,22.0,0.12519853938415215,0.09794756594340838,0.12731,12731,100000,0.12518,5.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Emmitt Smith,19.0,0.1404345777228769,0.09816339337067814,0.12731,12731,100000,0.23514,1.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Willa Ford,22.0,0.12522395531208547,0.09851315442664954,0.12731,12731,100000,0.12524,4.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Sara Evans,25.0,0.11421733544725202,0.09811954938309495,0.12731,12731,100000,0.05172,7.0,0.12456,6.0,ok,
3,3,percent,elimination,Harry Hamlin,Jerry Springer,21.0,0.12854101133664397,0.09732240432270264,0.12731,12731,100000,0.16236,2.0,0.12456,6.0,ok,
3,4,percent,elimination,Vivica A. Fox,Vivica A. Fox,24.0,0.01761853950742767,0.01454436440808264,0.13274,13274,100000,0.13178,5.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Monique Coleman,24.0,0.14128111879743535,0.10779207875760767,0.13274,13274,100000,0.13568,3.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Joey Lawrence,27.0,0.13062105567692708,0.1080104868116039,0.13274,13274,100000,0.06332,6.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Mario Lopez,29.0,0.1276776053652135,0.10905283794829893,0.13274,13274,100000,0.03358,8.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Emmitt Smith,24.0,0.1413716369411917,0.10651009573345228,0.13274,13274,100000,0.1327,4.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Willa Ford,28.0,0.12660913366558896,0.10653161744400626,0.13274,13274,100000,0.04742,7.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Sara Evans,20.0,0.16257492861760842,0.10799554060172216,0.13274,13274,100000,0.26212,1.0,0.13178,5.0,ok,
3,4,percent,elimination,Vivica A. Fox,Jerry Springer,22.0,0.15224598142861012,0.1088903057120559,0.13274,13274,100000,0.1934,2.0,0.13178,5.0,ok,
3,5,percent,elimination,Willa Ford,Monique Coleman,27.0,0.15475936568261506,0.11586947001261744,0.1093,10930,100000,0.10988,5.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Joey Lawrence,25.0,0.1652240045092645,0.11480221132731118,0.1093,10930,100000,0.16694,3.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Mario Lopez,27.0,0.15657514320675567,0.11629916936045574,0.1093,10930,100000,0.10928,6.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Emmitt Smith,27.0,0.15674534799563591,0.11802548480777653,0.1093,10930,100000,0.10992,4.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Willa Ford,27.0,0.01938643267330595,0.01686773721849373,0.1093,10930,100000,0.10524,7.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Sara Evans,24.0,0.1734776576425081,0.11624104472671289,0.1093,10930,100000,0.199,2.0,0.10524,7.0,ok,
3,5,percent,elimination,Willa Ford,Jerry Springer,24.0,0.1738320482899151,0.11794820990636554,0.1093,10930,100000,0.19974,1.0,0.10524,7.0,ok,
3,7,percent,elimination,Jerry Springer,Monique Coleman,27.0,0.241683955579167,0.1703388322000538,0.31107,31107,100000,0.19784,2.0,0.30848,1.0,ok,
3,7,percent,elimination,Jerry Springer,Joey Lawrence,28.5,0.23670093372361534,0.17148658651787382,0.31107,31107,100000,0.15856,5.0,0.30848,1.0,ok,
3,7,percent,elimination,Jerry Springer,Mario Lopez,28.0,0.23616411155956013,0.17044525055825513,0.31107,31107,100000,0.17224,3.0,0.30848,1.0,ok,
3,7,percent,elimination,Jerry Springer,Emmitt Smith,28.5,0.23534388610227755,0.17009631359421562,0.31107,31107,100000,0.16288,4.0,0.30848,1.0,ok,
3,7,percent,elimination,Jerry Springer,Jerry Springer,23.0,0.050107113035376884,0.037581907165396534,0.31107,31107,100000,0.30848,1.0,0.30848,1.0,ok,
3,8,percent,elimination,Monique Coleman,Monique Coleman,26.5,0.06468780364450989,0.0497934903621253,0.27123,27123,100000,0.26918,1.0,0.26918,1.0,ok,
3,8,percent,elimination,Monique Coleman,Joey Lawrence,27.0,0.3146716879173034,0.1872155748077796,0.27123,27123,100000,0.25984,2.0,0.26918,1.0,ok,
3,8,percent,elimination,Monique Coleman,Mario Lopez,28.5,0.3044406236318215,0.1869580606248039,0.27123,27123,100000,0.21598,4.0,0.26918,1.0,ok,
3,8,percent,elimination,Monique Coleman,Emmitt Smith,27.0,0.31619988480636146,0.18712127905140558,0.27123,27123,100000,0.255,3.0,0.26918,1.0,ok,
3,9,percent,elimination,Joey Lawrence,Joey Lawrence,29.5,0.11143859427803716,0.07886302107173042,0.33404,33404,100000,0.33314,2.0,0.33314,2.0,ok,
3,9,percent,elimination,Joey Lawrence,Mario Lopez,29.5,0.44433001055956994,0.20750674223300278,0.33404,33404,100000,0.33134,3.0,0.33314,2.0,ok,
3,9,percent,elimination,Joey Lawrence,Emmitt Smith,29.5,0.444231395162388,0.20748570450843581,0.33404,33404,100000,0.33552,1.0,0.33314,2.0,ok,
3,10,percent,final_ranking,Mario Lopez,Mario Lopez,29.666600000000003,0.24983963240109014,0.14461997584759315,0.49915,49915,100000,0.49784,2.0,0.49784,2.0,ok,Emmitt Smith > Mario Lopez
3,10,percent,final_ranking,Mario Lopez,Emmitt Smith,29.666600000000003,0.750160367598913,0.14461997584759306,0.49915,49915,100000,0.50216,1.0,0.49784,2.0,ok,Emmitt Smith > Mario Lopez
4,2,percent,elimination,Paulina Porizkova,John Ratzenberger,21.0,0.10006447180990893,0.08117712534576435,0.11327,11327,100000,0.11262,3.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Ian Ziering,22.0,0.09757788598075633,0.08172964081932918,0.11327,11327,100000,0.07878,7.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Clyde Drexler,18.0,0.1137488175331427,0.08192927930966738,0.11327,11327,100000,0.22918,1.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Laila Ali,27.0,0.09077125390810825,0.08180341080596751,0.11327,11327,100000,0.00814,11.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Apolo Anton Ohno,26.0,0.09172478131217197,0.08223749633268547,0.11327,11327,100000,0.0139,10.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Shandi Finnessey,20.0,0.1043315425468867,0.08238767438945419,0.11327,11327,100000,0.1506,2.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Paulina Porizkova,21.0,0.010095739450678662,0.0084378805370338,0.11327,11327,100000,0.11112,5.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Heather Mills,24.0,0.09464541060242743,0.08329743598166722,0.11327,11327,100000,0.03666,9.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Billy Ray Cyrus,21.0,0.10241942498872782,0.08308095651681673,0.11327,11327,100000,0.1105,6.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Joey Fatone,24.0,0.09387979927821379,0.08373352655547144,0.11327,11327,100000,0.03678,8.0,0.11112,5.0,ok,
4,2,percent,elimination,Paulina Porizkova,Leeza Gibbons,21.0,0.10074087258897596,0.08212972050111243,0.11327,11327,100000,0.11172,4.0,0.11112,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,John Ratzenberger,20.0,0.11511198609453867,0.08791026740558501,0.11256,11256,100000,0.14786,2.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Ian Ziering,24.0,0.10259303563059759,0.08869066200684697,0.11256,11256,100000,0.03708,10.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Clyde Drexler,16.0,0.13456907121623723,0.0906588343198867,0.11256,11256,100000,0.30508,1.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Laila Ali,21.0,0.11090575586625605,0.08989059947820548,0.11256,11256,100000,0.11206,4.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Apolo Anton Ohno,23.0,0.10385201157148558,0.08827081838899534,0.11256,11256,100000,0.05874,6.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Shandi Finnessey,21.0,0.011821031754637881,0.00976538660313325,0.11256,11256,100000,0.11122,5.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Heather Mills,24.0,0.10232991078939836,0.08940302746472749,0.11256,11256,100000,0.03886,7.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Billy Ray Cyrus,21.0,0.11260951529917097,0.09013839585414694,0.11256,11256,100000,0.11288,3.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Joey Fatone,24.0,0.10287132717039701,0.09036058682749591,0.11256,11256,100000,0.0388,8.0,0.11122,5.0,ok,
4,3,percent,elimination,Shandi Finnessey,Leeza Gibbons,24.0,0.10333635460728,0.08944447256191267,0.11256,11256,100000,0.03742,9.0,0.11122,5.0,ok,
4,4,percent,elimination,Leeza Gibbons,John Ratzenberger,16.0,0.1372366911386952,0.10134933799201228,0.23396,23396,100000,0.235,2.0,0.23406,3.0,ok,
4,4,percent,elimination,Leeza Gibbons,Ian Ziering,24.0,0.114952813473306,0.10038846869000483,0.23396,23396,100000,0.03044,7.0,0.23406,3.0,ok,
4,4,percent,elimination,Leeza Gibbons,Clyde Drexler,15.0,0.14248134527600392,0.1020630926110962,0.23396,23396,100000,0.27598,1.0,0.23406,3.0,ok,
4,4,percent,elimination,Leeza Gibbons,Laila Ali,21.0,0.11918717224395635,0.10106660950702649,0.23396,23396,100000,0.0803,5.0,0.23406,3.0,ok,
4,4,percent,elimination,Leeza Gibbons,Apolo Anton Ohno,26.0,0.11423279421789789,0.10123885965728618,0.23396,23396,100000,0.01316,8.0,0.23406,3.0,ok,
